 bare coating, constant channel, iterate over lens_dia, well_diff, det_rad, n_well (pdms =1.43 and silicon = 3.45), n_oil (pdms=1.43, oil=1.52), n_lens (1.76, 2.1),,,,,,,,,,,
 EMISSION (um), N_WELL , N_OIL, N_LENS, COAT_REFL, LENS_DIA (um), EFF (um), BFL (um), CHAN WIDTH (um), WELL HEIGHT (um), WELL DIFF HEIGHT (um), WELL WIDTH (um), SLIDE_HEIGHT (um), AIR_GAP (um), WD (um), DET_RAD (um), \NUMBEROFRAYS.\, \RAYS_AREA.\, \BASENUMBEROFRAYS.\, \BASERAYS_AREA.\  ,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,50,2,0.000254648,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,50,2,0.000254648,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,50,6,0.000763944,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,50,7,0.000891268,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,50,2,0.000254648,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,50,5,0.00063662,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,50,6,0.000763944,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,50,6,0.000763944,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,50,5,0.00063662,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,75,2,0.000113177,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,75,7,0.000396119,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,75,0,150,170,2,320,75,11,0.000622473,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,75,2,0.000113177,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,75,2,0.000113177,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,75,9,0.000509296,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,75,7,0.000396119,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,75,2,0.000113177,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,75,5,0.000282942,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,75,6,0.000339531,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,75,6,0.000339531,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,75,5,0.000282942,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,100,2,6.3662E-05,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,100,13,0.000413803,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,75,0,150,170,2,320,100,11,0.000350141,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,100,2,6.3662E-05,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,100,2,6.3662E-05,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,100,14,0.000445634,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,100,8,0.000254648,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,100,2,6.3662E-05,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,100,5,0.000159155,0,0,
0.59,1.43,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,100,11,0.000350141,0,0,
0.59,1.43,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,100,8,0.000254648,0,0,
0.59,1.43,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,100,5,0.000159155,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,25,1,0.000509296,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,25,7,0.003565074,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,25,2,0.001018592,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,25,1,0.000509296,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,25,1,0.000509296,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,25,6,0.003055777,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,25,4,0.002037185,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,25,1,0.000509296,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,25,2,0.001018592,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,25,5,0.002546481,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,25,5,0.002546481,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,25,2,0.001018592,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,50,1,0.000127324,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,50,7,0.000891268,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,50,10,0.001273241,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,50,1,0.000127324,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,50,1,0.000127324,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,50,6,0.000763944,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,50,7,0.000891268,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,50,1,0.000127324,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,50,2,0.000254648,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,50,5,0.00063662,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,50,8,0.001018592,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,50,2,0.000254648,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,75,1,5.65885E-05,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,75,8,0.000452708,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,75,10,0.000565885,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,75,1,5.65885E-05,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,75,1,5.65885E-05,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,75,8,0.000452708,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,75,7,0.000396119,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,75,1,5.65885E-05,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,75,2,0.000113177,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,75,5,0.000282942,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,75,8,0.000452708,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,75,2,0.000113177,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,100,1,3.1831E-05,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,100,9,0.000286479,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,100,11,0.000350141,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,100,1,3.1831E-05,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,100,1,3.1831E-05,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,100,8,0.000254648,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,100,10,0.00031831,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,100,1,3.1831E-05,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,100,2,6.3662E-05,0,0,
0.59,1.43,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,100,5,0.000159155,0,0,
0.59,1.43,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,100,9,0.000286479,0,0,
0.59,1.43,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,100,2,6.3662E-05,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,25,5,0.002546481,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,25,8,0.00407437,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,75,0,150,170,2,320,25,6,0.003055777,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,25,5,0.002546481,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,25,3,0.001527889,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,25,8,0.00407437,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,25,5,0.002546481,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,25,3,0.001527889,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,25,2,0.001018592,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,25,7,0.003565074,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,25,5,0.002546481,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,25,2,0.001018592,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,50,9,0.001145917,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,50,8,0.001018592,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,75,0,150,170,2,320,50,10,0.001273241,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,50,8,0.001018592,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,50,4,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,50,8,0.001018592,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,50,7,0.000891268,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,50,4,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,50,4,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,50,7,0.000891268,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,50,7,0.000891268,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,50,4,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,75,9,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,75,10,0.000565885,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,75,0,150,170,2,320,75,10,0.000565885,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,75,9,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,75,4,0.000226354,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,75,9,0.000509296,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,75,7,0.000396119,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,75,4,0.000226354,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,75,4,0.000226354,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,75,7,0.000396119,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,75,7,0.000396119,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,75,4,0.000226354,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,100,9,0.000286479,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,50,0,100,170,2,270,100,15,0.000477465,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,75,0,150,170,2,320,100,10,0.00031831,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,25,0,50,170,2,220,100,9,0.000286479,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,100,4,0.000127324,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,65,15,100,170,2,285,100,14,0.000445634,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,90,15,150,170,2,335,100,7,0.000222817,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,40,15,50,170,2,235,100,4,0.000127324,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,100,4,0.000127324,0,0,
0.59,3.45,1.43,2.1,-1,100,78.358,28.358,25,80,30,100,170,2,300,100,12,0.000381972,0,0,
0.59,3.45,1.43,2.1,-1,150,117.53,42.537,25,105,30,150,170,2,350,100,9,0.000286479,0,0,
0.59,3.45,1.43,2.1,-1,50,39.179,14.179,25,55,30,50,170,2,250,100,4,0.000127324,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,25,5,0.002546481,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,25,8,0.00407437,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,25,2,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,25,2,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,25,3,0.001527889,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,25,9,0.004583666,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,25,2,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,25,2,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,25,3,0.001527889,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,25,8,0.00407437,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,25,3,0.001527889,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,25,3,0.001527889,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,50,8,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,50,8,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,50,10,0.001273241,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,50,8,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,50,4,0.000509296,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,50,9,0.001145917,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,50,8,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,50,4,0.000509296,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,50,3,0.000381972,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,50,8,0.001018592,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,50,7,0.000891268,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,50,3,0.000381972,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,75,8,0.000452708,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,75,11,0.000622473,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,75,10,0.000565885,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,75,8,0.000452708,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,75,4,0.000226354,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,75,12,0.000679062,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,75,9,0.000509296,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,75,4,0.000226354,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,75,3,0.000169765,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,75,8,0.000452708,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,75,7,0.000396119,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,75,3,0.000169765,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,100,8,0.000254648,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,50,0,100,170,2,270,100,11,0.000350141,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,75,0,150,170,2,320,100,13,0.000413803,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,25,0,50,170,2,220,100,8,0.000254648,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,100,4,0.000127324,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,65,15,100,170,2,285,100,12,0.000381972,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,90,15,150,170,2,335,100,9,0.000286479,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,40,15,50,170,2,235,100,4,0.000127324,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,100,3,9.5493E-05,0,0,
0.59,3.45,1.52,2.1,-1,100,90.517,40.517,25,80,30,100,170,2,300,100,8,0.000254648,0,0,
0.59,3.45,1.52,2.1,-1,150,135.77,60.775,25,105,30,150,170,2,350,100,8,0.000254648,0,0,
0.59,3.45,1.52,2.1,-1,50,45.258,20.258,25,55,30,50,170,2,250,100,3,9.5493E-05,0,0,
 bare coating (LEFT/RIGHT ONLY), constant channel, well diff calculated, iterate over det_rad, lens_dia, n_oil (pdms=1.43, water=1.33), n_lens (1.76, 2.1),,,,,,,,,,,,
 EMISSION (um), N_WELL , N_OIL, N_LENS, COAT_REFL, LENS_DIA (um), EFF (um), BFL (um), CHAN WIDTH (um), WELL HEIGHT (um), WELL DIFF HEIGHT (um), WELL WIDTH (um), SLIDE_HEIGHT (um), AIR_GAP (um), WD (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_RAYS_AREA, N_RAYS_AREA  ,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,50,0,9,0,0.001145917,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,100,0,19,0,0.000604789,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,150,0,19,0,0.000268795,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,200,0,20,0,0.000159155,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,250,0,38,0,0.000193533,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,300,0,54,0,0.000190986,
0.59,1.43,1.33,1.768,-1,200,201.82,101.82,25,100,0,200,170,2,370,50,0,9,0,0.001145917,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,50,0,2,0,0.000254648,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,100,0,14,0,0.000445634,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,150,0,38,0,0.00053759,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,200,0,40,0,0.00031831,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,250,0,40,0,0.000203718,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,300,0,40,0,0.000141471,
0.59,1.43,1.33,1.768,-1,425,428.88,216.38,25,248.8812785,36.38127854,425,170,2,631.3,50,0,2,0,0.000254648,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,50,0,0,0,0,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,100,0,4,0,0.000127324,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,150,0,9,0,0.000127324,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,200,0,19,0,0.000151197,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,250,0,38,0,0.000193533,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,300,0,38,0,0.000134398,
0.59,1.43,1.33,1.768,-1,650,655.93,330.93,25,475.9360731,150.9360731,650,170,2,970.9,50,0,0,0,0,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,50,0,0,0,0,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,100,0,0,0,0,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,150,0,1,0,1.41471E-05,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,200,0,3,0,2.38733E-05,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,250,0,8,0,4.07437E-05,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,300,0,19,0,6.71988E-05,
0.59,1.43,1.33,1.768,-1,875,882.99,445.49,25,702.9908676,265.4908676,875,170,2,1310,50,0,0,0,0,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,50,0,0,0,0,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,100,0,2,0,6.3662E-05,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,150,0,3,0,4.24414E-05,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,200,0,7,0,5.57043E-05,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,250,0,12,0,6.11156E-05,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,300,0,18,0,6.3662E-05,
0.59,1.43,1.33,1.768,-1,1100,1110,560.04,25,930.0456621,380.0456621,1100,170,2,1650,50,0,0,0,0,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,50,0,6,0,0.000763944,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,100,0,18,0,0.000572958,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,150,0,18,0,0.000254648,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,200,0,30,0,0.000238733,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,250,0,51,0,0.000259741,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,300,0,53,0,0.000187449,
0.59,1.43,1.43,1.768,-1,200,261.53,161.53,25,100,0,200,170,2,370,50,0,6,0,0.000763944,
0.59,1.43,1.43,1.768,-1,425,555.76,343.26,25,375.7692308,163.2692308,425,170,2,758.2,50,0,2,0,0.000254648,
0.59,1.43,1.43,1.768,-1,425,555.76,343.26,25,375.7692308,163.2692308,425,170,2,758.2,100,0,10,0,0.00031831,
0.59,1.43,1.43,1.768,-1,425,555.76,343.26,25,375.7692308,163.2692308,425,170,2,758.2,150,0,34,0,0.000481002,
0.59,1.43,1.43,1.768,-1,425,555.76,343.26,25,375.7692308,163.2692308,425,170,2,758.2,200,0,35,0,0.000278521,
0.59,1.43,1.43,1.768,-1,425,555.76,343.26,25,375.7692308,163.2692308,425,170,2,758.2,250,0,35,0,0.000178254,
0.59,1.43,1.43,1.768,-1,425,555.76,343.26,25,375.7692308,163.2692308,425,170,2,758.2,300,0,35,0,0.000123787,
