 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 EMISSION (um), N_LENS, LENS_DIA (um), EFF (um), BFL (um), PDMS_CHAN_LENS (um), PDMS_LENS_DET (um), COAT_REFL , AIR_GAP (um), DET_RAD (um), BASE_RAYS, N_RAYS, BASE_THETA, N_THETA, BASE_EX, N_EX
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , -1          , 2         , 100       , 0           , 21      , 17.445987705 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , -1          , 2         , 100       , 0           , 29      , 15.420570793 , 19.60981 , 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 20               , -1          , 2         , 100       , 0           , 15      , 14.983571086 , 14.069867, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 30               , -1          , 2         , 100       , 0           , 22      , 13.590493966 , 17.059621, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 40               , -1          , 2         , 100       , 0           , 19      , 13.09392332  , 15.845807, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , -1          , 2         , 100       , 0           , 24      , 12.578118655 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 60               , -1          , 2         , 100       , 0           , 28      , 12.040607741 , 19.265464, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 70               , -1          , 2         , 100       , 0           , 21      , 12.040607741 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 80               , -1          , 2         , 100       , 0           , 26      , 12.578118655 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 90               , -1          , 2         , 100       , 0           , 25      , 12.040607741 , 18.194872, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , -1          , 2         , 100       , 0           , 22      , 12.578118655 , 17.059621, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 110              , -1          , 2         , 100       , 0           , 20      , 12.578118655 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 120              , -1          , 2         , 100       , 0           , 24      , 12.040607741 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 130              , -1          , 2         , 100       , 0           , 27      , 11.478340954 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 140              , -1          , 2         , 100       , 0           , 23      , 12.040607741 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 150              , -1          , 2         , 100       , 0           , 23      , 12.040607741 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 160              , -1          , 2         , 100       , 0           , 26      , 10.887482877 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 170              , -1          , 2         , 100       , 0           , 27      , 11.478340954 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 180              , -1          , 2         , 100       , 0           , 24      , 12.040607741 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 190              , -1          , 2         , 100       , 0           , 25      , 11.478340954 , 18.194872, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 200              , -1          , 2         , 100       , 0           , 22      , 11.478340954 , 17.059621, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 210              , -1          , 2         , 100       , 0           , 24      , 10.887482877 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 220              , -1          , 2         , 100       , 0           , 21      , 10.887482877 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 230              , -1          , 2         , 100       , 0           , 21      , 10.263095898 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 240              , -1          , 2         , 100       , 0           , 26      , 10.263095898 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 250              , -1          , 2         , 100       , 0           , 21      , 10.263095898 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 260              , -1          , 2         , 100       , 0           , 20      , 9.5986383834 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 270              , -1          , 2         , 100       , 0           , 23      , 7.252246865  , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 280              , -1          , 2         , 100       , 0           , 20      , 7.252246865  , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 290              , -1          , 2         , 100       , 0           , 20      , 8.1096144559 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 300              , -1          , 2         , 100       , 0           , 21      , 8.1096144559 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , -1          , 2         , 100       , 0           , 21      , 17.445987705 , 16.664571, 0         , 0     
 , 1.768     , 150        ,  ,  , , , , , 120        ,  , ,  , , ,
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , -1          , 2         , 120       , 0           , 34      , 20.932816063 , 21.251244, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , -1          , 2         , 120       , 0           , 26      , 20.281649813 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 20               , -1          , 2         , 120       , 0           , 36      , 19.265464565 , 21.874832, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 30               , -1          , 2         , 120       , 0           , 19      , 19.609810688 , 15.845807, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 40               , -1          , 2         , 120       , 0           , 27      , 18.915092797 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , -1          , 2         , 120       , 0           , 28      , 17.445987705 , 19.265464, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 60               , -1          , 2         , 120       , 0           , 29      , 15.845807549 , 19.60981 , 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 70               , -1          , 2         , 120       , 0           , 18      , 15.420570793 , 15.42057 , 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 80               , -1          , 2         , 120       , 0           , 26      , 14.533746901 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 90               , -1          , 2         , 120       , 0           , 24      , 13.590493966 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , -1          , 2         , 120       , 0           , 20      , 13.09392332  , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 110              , -1          , 2         , 120       , 0           , 20      , 12.578118655 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 120              , -1          , 2         , 120       , 0           , 24      , 12.578118655 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 130              , -1          , 2         , 120       , 0           , 19      , 12.040607741 , 15.845807, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 140              , -1          , 2         , 120       , 0           , 21      , 12.040607741 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 150              , -1          , 2         , 120       , 0           , 25      , 12.578118655 , 18.194872, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 160              , -1          , 2         , 120       , 0           , 27      , 12.040607741 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 170              , -1          , 2         , 120       , 0           , 27      , 12.578118655 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 180              , -1          , 2         , 120       , 0           , 24      , 12.578118655 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 190              , -1          , 2         , 120       , 0           , 20      , 12.040607741 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 200              , -1          , 2         , 120       , 0           , 23      , 11.478340954 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 210              , -1          , 2         , 120       , 0           , 19      , 11.478340954 , 15.845807, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 220              , -1          , 2         , 120       , 0           , 21      , 11.478340954 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 230              , -1          , 2         , 120       , 0           , 28      , 12.040607741 , 19.265464, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 240              , -1          , 2         , 120       , 0           , 26      , 12.040607741 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 250              , -1          , 2         , 120       , 0           , 22      , 10.887482877 , 17.059621, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 260              , -1          , 2         , 120       , 0           , 23      , 11.478340954 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 270              , -1          , 2         , 120       , 0           , 21      , 10.263095898 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 280              , -1          , 2         , 120       , 0           , 25      , 10.887482877 , 18.194872, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 290              , -1          , 2         , 120       , 0           , 23      , 11.478340954 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 300              , -1          , 2         , 120       , 0           , 28      , 11.478340954 , 19.265464, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , -1          , 2         , 120       , 0           , 34      , 20.932816063 , 21.251244, 0         , 0     
 , 1.768     , 150        ,  ,  , , , , , 140        ,  , ,  , , ,
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 0                , -1          , 2         , 140       , 0           , 43      , 24.216783413 , 23.935889, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 10               , -1          , 2         , 140       , 0           , 38      , 23.651858175 , 22.481956, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 20               , -1          , 2         , 140       , 0           , 42      , 22.481956617 , 23.651858, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 30               , -1          , 2         , 140       , 0           , 33      , 22.481956617 , 20.932816, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 40               , -1          , 2         , 140       , 0           , 35      , 22.180367237 , 21.565185, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 50               , -1          , 2         , 140       , 0           , 34      , 21.565185015 , 21.251244, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 60               , -1          , 2         , 140       , 0           , 35      , 19.948443588 , 21.565185, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 70               , -1          , 2         , 140       , 0           , 27      , 19.609810688 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 80               , -1          , 2         , 140       , 0           , 27      , 19.265464565 , 18.915092, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 90               , -1          , 2         , 140       , 0           , 21      , 19.265464565 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 100              , -1          , 2         , 140       , 0           , 24      , 19.265464565 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 110              , -1          , 2         , 140       , 0           , 20      , 17.059621256 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 120              , -1          , 2         , 140       , 0           , 23      , 15.420570793 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 130              , -1          , 2         , 140       , 0           , 19      , 14.983571086 , 15.845807, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 140              , -1          , 2         , 140       , 0           , 21      , 14.983571086 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 150              , -1          , 2         , 140       , 0           , 24      , 13.590493966 , 17.824235, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 160              , -1          , 2         , 140       , 0           , 26      , 12.578118655 , 18.558353, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 170              , -1          , 2         , 140       , 0           , 23      , 13.09392332  , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 180              , -1          , 2         , 140       , 0           , 23      , 12.578118655 , 17.445987, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 190              , -1          , 2         , 140       , 0           , 21      , 12.040607741 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 200              , -1          , 2         , 140       , 0           , 21      , 12.578118655 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 210              , -1          , 2         , 140       , 0           , 20      , 12.040607741 , 16.260204, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 220              , -1          , 2         , 140       , 0           , 21      , 12.040607741 , 16.664571, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 230              , -1          , 2         , 140       , 0           , 22      , 12.040607741 , 17.059621, 0         , 0     
 .59       , 1.768     , 150        , 196.15 , 121.15 ,121.1538461538461 , 240              , -1          , 2         , 140       , 0           , 21      , 12.578118655 , 16.664571, 0         , 0     
